record_id,category,subcategory,brand,product_line,variant,model_name,production_year,generation_tag,launch_year_est,end_year_est,tier,price_usd_msrp_est,egypt_original_price_egp_est,egypt_current_replacement_price_egp_est,egypt_direct_price_egp_if_seen,usd_egp_rate_used,egypt_import_retail_multiplier,price_source_type,confidence,global_source_url,egypt_source_url,aliases_for_fuzzy_matching,training_use_note,notes
TCAT-000526,Ball Machine,Training machine,Lobster,Elite,Grand Five,Lobster Elite Grand Five,2018,2018-2019 generation,2018,2026,machine,1972.13,47000,190000,,17.86,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five; Lobster Elite; Lobster Elite Grand Five; elite grand five; lobster elite grand five,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000527,Ball Machine,Training machine,Lobster,Elite,Grand Five,Lobster Elite Grand Five,2019,2018-2019 generation,2018,2026,machine,2051.02,45500,190000,,16.77,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five; Lobster Elite; Lobster Elite Grand Five; elite grand five; lobster elite grand five,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000528,Ball Machine,Training machine,Lobster,Elite,Grand Five,Lobster Elite Grand Five,2020,2020-2021 generation,2018,2026,machine,2133.06,44500,190000,,15.75,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five; Lobster Elite; Lobster Elite Grand Five; elite grand five; lobster elite grand five,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000529,Ball Machine,Training machine,Lobster,Elite,Grand Five,Lobster Elite Grand Five,2021,2020-2021 generation,2018,2026,machine,2218.38,46500,190000,,15.68,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five; Lobster Elite; Lobster Elite Grand Five; elite grand five; lobster elite grand five,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000530,Ball Machine,Training machine,Lobster,Elite,Grand Five,Lobster Elite Grand Five,2022,2022-2023 generation,2018,2026,machine,2307.12,59000,190000,,19.16,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five; Lobster Elite; Lobster Elite Grand Five; elite grand five; lobster elite grand five,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000531,Ball Machine,Training machine,Lobster,Elite,Grand Five,Lobster Elite Grand Five,2023,2022-2023 generation,2018,2026,machine,2399.4,98500,190000,,30.9,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five; Lobster Elite; Lobster Elite Grand Five; elite grand five; lobster elite grand five,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000532,Ball Machine,Training machine,Lobster,Elite,Grand Five,Lobster Elite Grand Five,2024,2024-2025 generation,2018,2026,machine,2495.38,158500,190000,,47.7,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five; Lobster Elite; Lobster Elite Grand Five; elite grand five; lobster elite grand five,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000533,Ball Machine,Training machine,Lobster,Elite,Grand Five,Lobster Elite Grand Five,2025,2024-2025 generation,2018,2026,machine,2595.19,171000,190000,,49.5,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five; Lobster Elite; Lobster Elite Grand Five; elite grand five; lobster elite grand five,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000534,Ball Machine,Training machine,Lobster,Elite,Grand Five,Lobster Elite Grand Five,2026,2026 generation/current,2018,2026,machine,2699.0,190000,190000,,52.97,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five; Lobster Elite; Lobster Elite Grand Five; elite grand five; lobster elite grand five,Use as market-reference/original-price feature seed; not a used-sale target row.,
TCAT-000535,Ball Machine,Training machine,Lobster,Elite,Grand Five LE,Lobster Elite Grand Five LE,2018,2018-2019 generation,2018,2026,machine,2191.34,52000,211500,,17.86,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five LE; Lobster Elite; Lobster Elite Grand Five LE; elite grand five le; lobster elite grand five le,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000536,Ball Machine,Training machine,Lobster,Elite,Grand Five LE,Lobster Elite Grand Five LE,2019,2018-2019 generation,2018,2026,machine,2278.99,51000,211500,,16.77,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five LE; Lobster Elite; Lobster Elite Grand Five LE; elite grand five le; lobster elite grand five le,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000537,Ball Machine,Training machine,Lobster,Elite,Grand Five LE,Lobster Elite Grand Five LE,2020,2020-2021 generation,2018,2026,machine,2370.15,49500,211500,,15.75,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five LE; Lobster Elite; Lobster Elite Grand Five LE; elite grand five le; lobster elite grand five le,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000538,Ball Machine,Training machine,Lobster,Elite,Grand Five LE,Lobster Elite Grand Five LE,2021,2020-2021 generation,2018,2026,machine,2464.96,51500,211500,,15.68,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five LE; Lobster Elite; Lobster Elite Grand Five LE; elite grand five le; lobster elite grand five le,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000539,Ball Machine,Training machine,Lobster,Elite,Grand Five LE,Lobster Elite Grand Five LE,2022,2022-2023 generation,2018,2026,machine,2563.56,65500,211500,,19.16,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five LE; Lobster Elite; Lobster Elite Grand Five LE; elite grand five le; lobster elite grand five le,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000540,Ball Machine,Training machine,Lobster,Elite,Grand Five LE,Lobster Elite Grand Five LE,2023,2022-2023 generation,2018,2026,machine,2666.1,109500,211500,,30.9,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five LE; Lobster Elite; Lobster Elite Grand Five LE; elite grand five le; lobster elite grand five le,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000541,Ball Machine,Training machine,Lobster,Elite,Grand Five LE,Lobster Elite Grand Five LE,2024,2024-2025 generation,2018,2026,machine,2772.74,176000,211500,,47.7,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five LE; Lobster Elite; Lobster Elite Grand Five LE; elite grand five le; lobster elite grand five le,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000542,Ball Machine,Training machine,Lobster,Elite,Grand Five LE,Lobster Elite Grand Five LE,2025,2024-2025 generation,2018,2026,machine,2883.65,190000,211500,,49.5,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five LE; Lobster Elite; Lobster Elite Grand Five LE; elite grand five le; lobster elite grand five le,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000543,Ball Machine,Training machine,Lobster,Elite,Grand Five LE,Lobster Elite Grand Five LE,2026,2026 generation/current,2018,2026,machine,2999.0,211500,211500,,52.97,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Five LE; Lobster Elite; Lobster Elite Grand Five LE; elite grand five le; lobster elite grand five le,Use as market-reference/original-price feature seed; not a used-sale target row.,
TCAT-000544,Ball Machine,Training machine,Lobster,Elite,Grand Four,Lobster Elite Grand Four,2018,2018-2019 generation,2018,2026,machine,1752.93,41500,169000,,17.86,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Four; Lobster Elite; Lobster Elite Grand Four; elite grand four; lobster elite grand four,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000545,Ball Machine,Training machine,Lobster,Elite,Grand Four,Lobster Elite Grand Four,2019,2018-2019 generation,2018,2026,machine,1823.04,40500,169000,,16.77,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Four; Lobster Elite; Lobster Elite Grand Four; elite grand four; lobster elite grand four,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000546,Ball Machine,Training machine,Lobster,Elite,Grand Four,Lobster Elite Grand Four,2020,2020-2021 generation,2018,2026,machine,1895.96,39500,169000,,15.75,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Four; Lobster Elite; Lobster Elite Grand Four; elite grand four; lobster elite grand four,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000547,Ball Machine,Training machine,Lobster,Elite,Grand Four,Lobster Elite Grand Four,2021,2020-2021 generation,2018,2026,machine,1971.8,41000,169000,,15.68,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Four; Lobster Elite; Lobster Elite Grand Four; elite grand four; lobster elite grand four,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000548,Ball Machine,Training machine,Lobster,Elite,Grand Four,Lobster Elite Grand Four,2022,2022-2023 generation,2018,2026,machine,2050.68,52500,169000,,19.16,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Four; Lobster Elite; Lobster Elite Grand Four; elite grand four; lobster elite grand four,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000549,Ball Machine,Training machine,Lobster,Elite,Grand Four,Lobster Elite Grand Four,2023,2022-2023 generation,2018,2026,machine,2132.7,87500,169000,,30.9,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Four; Lobster Elite; Lobster Elite Grand Four; elite grand four; lobster elite grand four,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000550,Ball Machine,Training machine,Lobster,Elite,Grand Four,Lobster Elite Grand Four,2024,2024-2025 generation,2018,2026,machine,2218.01,140500,169000,,47.7,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Four; Lobster Elite; Lobster Elite Grand Four; elite grand four; lobster elite grand four,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000551,Ball Machine,Training machine,Lobster,Elite,Grand Four,Lobster Elite Grand Four,2025,2024-2025 generation,2018,2026,machine,2306.73,152000,169000,,49.5,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Four; Lobster Elite; Lobster Elite Grand Four; elite grand four; lobster elite grand four,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000552,Ball Machine,Training machine,Lobster,Elite,Grand Four,Lobster Elite Grand Four,2026,2026 generation/current,2018,2026,machine,2399.0,169000,169000,,52.97,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Grand Four; Lobster Elite; Lobster Elite Grand Four; elite grand four; lobster elite grand four,Use as market-reference/original-price feature seed; not a used-sale target row.,
TCAT-000553,Ball Machine,Training machine,Lobster,Elite,Liberty,Lobster Elite Liberty,2018,2018-2019 generation,2018,2026,machine,861.48,20500,83000,,17.86,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Liberty; Lobster Elite; Lobster Elite Liberty; elite liberty; lobster elite liberty,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000554,Ball Machine,Training machine,Lobster,Elite,Liberty,Lobster Elite Liberty,2019,2018-2019 generation,2018,2026,machine,895.94,20000,83000,,16.77,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Liberty; Lobster Elite; Lobster Elite Liberty; elite liberty; lobster elite liberty,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000555,Ball Machine,Training machine,Lobster,Elite,Liberty,Lobster Elite Liberty,2020,2020-2021 generation,2018,2026,machine,931.78,19500,83000,,15.75,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Liberty; Lobster Elite; Lobster Elite Liberty; elite liberty; lobster elite liberty,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000556,Ball Machine,Training machine,Lobster,Elite,Liberty,Lobster Elite Liberty,2021,2020-2021 generation,2018,2026,machine,969.05,20000,83000,,15.68,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Liberty; Lobster Elite; Lobster Elite Liberty; elite liberty; lobster elite liberty,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000557,Ball Machine,Training machine,Lobster,Elite,Liberty,Lobster Elite Liberty,2022,2022-2023 generation,2018,2026,machine,1007.81,25500,83000,,19.16,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Liberty; Lobster Elite; Lobster Elite Liberty; elite liberty; lobster elite liberty,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000558,Ball Machine,Training machine,Lobster,Elite,Liberty,Lobster Elite Liberty,2023,2022-2023 generation,2018,2026,machine,1048.13,43000,83000,,30.9,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Liberty; Lobster Elite; Lobster Elite Liberty; elite liberty; lobster elite liberty,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000559,Ball Machine,Training machine,Lobster,Elite,Liberty,Lobster Elite Liberty,2024,2024-2025 generation,2018,2026,machine,1090.05,69000,83000,,47.7,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Liberty; Lobster Elite; Lobster Elite Liberty; elite liberty; lobster elite liberty,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000560,Ball Machine,Training machine,Lobster,Elite,Liberty,Lobster Elite Liberty,2025,2024-2025 generation,2018,2026,machine,1133.65,74500,83000,,49.5,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Liberty; Lobster Elite; Lobster Elite Liberty; elite liberty; lobster elite liberty,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000561,Ball Machine,Training machine,Lobster,Elite,Liberty,Lobster Elite Liberty,2026,2026 generation/current,2018,2026,machine,1179.0,83000,83000,,52.97,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Liberty; Lobster Elite; Lobster Elite Liberty; elite liberty; lobster elite liberty,Use as market-reference/original-price feature seed; not a used-sale target row.,
TCAT-000562,Ball Machine,Training machine,Lobster,Elite,One,Lobster Elite One,2018,2018-2019 generation,2018,2026,machine,1022.24,24500,98500,,17.86,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite One; Lobster Elite; Lobster Elite One; elite one; lobster elite one,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000563,Ball Machine,Training machine,Lobster,Elite,One,Lobster Elite One,2019,2018-2019 generation,2018,2026,machine,1063.13,23500,98500,,16.77,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite One; Lobster Elite; Lobster Elite One; elite one; lobster elite one,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000564,Ball Machine,Training machine,Lobster,Elite,One,Lobster Elite One,2020,2020-2021 generation,2018,2026,machine,1105.65,23000,98500,,15.75,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite One; Lobster Elite; Lobster Elite One; elite one; lobster elite one,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000565,Ball Machine,Training machine,Lobster,Elite,One,Lobster Elite One,2021,2020-2021 generation,2018,2026,machine,1149.88,24000,98500,,15.68,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite One; Lobster Elite; Lobster Elite One; elite one; lobster elite one,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000566,Ball Machine,Training machine,Lobster,Elite,One,Lobster Elite One,2022,2022-2023 generation,2018,2026,machine,1195.87,30500,98500,,19.16,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite One; Lobster Elite; Lobster Elite One; elite one; lobster elite one,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000567,Ball Machine,Training machine,Lobster,Elite,One,Lobster Elite One,2023,2022-2023 generation,2018,2026,machine,1243.71,51000,98500,,30.9,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite One; Lobster Elite; Lobster Elite One; elite one; lobster elite one,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000568,Ball Machine,Training machine,Lobster,Elite,One,Lobster Elite One,2024,2024-2025 generation,2018,2026,machine,1293.45,82000,98500,,47.7,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite One; Lobster Elite; Lobster Elite One; elite one; lobster elite one,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000569,Ball Machine,Training machine,Lobster,Elite,One,Lobster Elite One,2025,2024-2025 generation,2018,2026,machine,1345.19,88500,98500,,49.5,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite One; Lobster Elite; Lobster Elite One; elite one; lobster elite one,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000570,Ball Machine,Training machine,Lobster,Elite,One,Lobster Elite One,2026,2026 generation/current,2018,2026,machine,1399.0,98500,98500,,52.97,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite One; Lobster Elite; Lobster Elite One; elite one; lobster elite one,Use as market-reference/original-price feature seed; not a used-sale target row.,
TCAT-000571,Ball Machine,Training machine,Lobster,Elite,Three,Lobster Elite Three,2018,2018-2019 generation,2018,2026,machine,1533.72,36500,148000,,17.86,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Three; Lobster Elite; Lobster Elite Three; elite three; lobster elite three,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000572,Ball Machine,Training machine,Lobster,Elite,Three,Lobster Elite Three,2019,2018-2019 generation,2018,2026,machine,1595.07,35500,148000,,16.77,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Three; Lobster Elite; Lobster Elite Three; elite three; lobster elite three,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000573,Ball Machine,Training machine,Lobster,Elite,Three,Lobster Elite Three,2020,2020-2021 generation,2018,2026,machine,1658.87,34500,148000,,15.75,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Three; Lobster Elite; Lobster Elite Three; elite three; lobster elite three,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
TCAT-000574,Ball Machine,Training machine,Lobster,Elite,Three,Lobster Elite Three,2021,2020-2021 generation,2018,2026,machine,1725.22,36000,148000,,15.68,1.33,Estimated from international MSRP/reference + Egypt FX/import multiplier,low-medium,https://tennisexpress.com/collections/tennis-ball-machines,https://www.tennis-warehouse.com/Tennis_Ball_Machines/catpage-BALLMACH.html,Elite Three; Lobster Elite; Lobster Elite Three; elite three; lobster elite three,Use as market-reference/original-price feature seed; not a used-sale target row.,Historical price is estimated by year FX and MSRP trend; not a scraped invoice.
