item_id,category,condition,brand,model,flaw,age_months,original_price,asking_price,sold_price,currency
4573,Accessories,Like New,Nike,Wristband,None,5,519,476,479,EGP
4574,Accessories,New,Wilson,Vibration Dampener,None,0,216,207,237,EGP
4575,Balls,Used,Head,Championship,None,36,475,184,205,EGP
4576,Accessories,New,Adidas,Cap,None,0,363,369,326,EGP
4577,Bag,Like New,Wilson,Super Tour 9 Pack,None,3,5623,5187,5516,EGP
4578,Shoes,New,Asics,Gel Resolution,None,0,2141,2771,2983,EGP
4579,Bag,New,Head,Tour Team 9R,None,0,5769,4578,4613,EGP
4580,Racket,Like New,Babolat,Pure Aero,Minor,5,8533,6957,8012,EGP
4581,Accessories,Like New,Wilson,Overgrip,Minor,3,359,233,257,EGP
4582,Bag,Used,Yonex,Pro 9 Pack,None,14,6607,4180,3408,EGP
4583,Racket,Like New,Wilson,Pro Staff,Minor,4,7474,6228,6826,EGP
4584,Strings,Used,Gamma,TNT2,None,27,1082,501,541,EGP
4585,Balls,Used,Head,Championship,Major,28,466,130,115,EGP
4586,Shoes,Used,Asics,Court FF,Major,14,3412,1543,1616,EGP
4587,Bag,Used,Adidas,Duffle,Minor,21,4333,2330,2249,EGP
4588,Accessories,Like New,Nike,Wristband,Minor,5,417,359,384,EGP
4589,Strings,New,Yonex,Poly Tour Pro,None,0,1080,1127,1133,EGP
4590,Racket,Used,Wilson,Pro Staff,Moderate,34,7422,2822,2584,EGP
4591,Accessories,Used,Generic,Grip,Major,14,408,156,157,EGP
4592,Balls,Used,Tecnifibre,Pro,Moderate,18,487,203,209,EGP
4593,Strings,Used,Head,Lynx,None,24,932,602,596,EGP
4594,Strings,New,Head,Lynx,None,0,1118,1359,1447,EGP
4595,Bag,Like New,Wilson,Super Tour 9 Pack,None,4,4987,5762,5215,EGP
4596,Bag,Used,Head,Tour Team 9R,None,10,5325,3537,3798,EGP
4597,Bag,New,Wilson,Super Tour 9 Pack,None,0,4835,4462,4328,EGP
4598,Balls,Like New,Wilson,US Open 3-Pack,Minor,4,295,249,223,EGP
4599,Balls,Like New,Wilson,US Open 3-Pack,Minor,1,308,260,209,EGP
4600,Accessories,Like New,Wilson,Overgrip,None,4,394,355,352,EGP
4601,Shoes,Used,Nike,Vapor Pro,Major,36,2697,791,812,EGP
4602,Shoes,New,Wilson,Rush Pro,None,0,2376,2358,2654,EGP
4603,Strings,Like New,Gamma,TNT2,Minor,1,948,894,805,EGP
4604,Balls,New,Tecnifibre,Pro,None,0,429,421,383,EGP
4605,Balls,Like New,Head,Championship,Minor,5,439,358,344,EGP
4606,Strings,Like New,Luxilon,Synthetic Gut,None,6,815,844,863,EGP
4607,Racket,Like New,Wilson,Blade,Minor,1,6072,5057,5288,EGP
4608,Racket,Used,Tecnifibre,TFight,Major,28,9232,2137,1859,EGP
4609,Bag,Used,Babolat,9R Bag,Minor,25,6599,3164,3052,EGP
4610,Shoes,Used,Decathlon,Artengo,Major,19,2783,1086,869,EGP
4611,Balls,Used,Babolat,Gold,Moderate,20,439,201,164,EGP
4612,Racket,Used,Dunlop,CX,Moderate,14,8157,4196,3686,EGP
4613,Strings,Like New,Luxilon,ALU Power,None,3,933,884,813,EGP
4614,Accessories,New,Decathlon,Wristband,None,0,507,607,577,EGP
4615,Accessories,New,Generic,Ball Tube Holder,None,0,438,465,373,EGP
4616,Balls,Like New,Wilson,US Open 3-Pack,None,5,311,305,357,EGP
4617,Accessories,Like New,Wilson,Overgrip,None,2,343,315,295,EGP
4618,Balls,Used,Penn,Championship,Moderate,30,419,200,187,EGP
4619,Accessories,Like New,Decathlon,Wristband,Minor,2,595,582,537,EGP
4620,Accessories,Like New,Generic,Ball Tube Holder,None,5,453,373,336,EGP
4621,Bag,Used,Babolat,12R Bag,None,33,6795,3320,3540,EGP
4622,Strings,Like New,Luxilon,ALU Power,Minor,3,914,897,929,EGP
4623,Balls,Used,Wilson,US Open 3-Pack,None,13,310,222,178,EGP
4624,Balls,Used,Dunlop,ATP 4-Pack,Moderate,30,490,143,137,EGP
4625,Strings,Like New,Babolat,VS Touch,None,1,1245,1227,1086,EGP
4626,Bag,Like New,Babolat,12R Bag,Minor,3,6483,5755,5245,EGP
4627,Shoes,New,Nike,Vapor Pro,None,0,2926,3307,3371,EGP
4628,Shoes,Used,Babolat,Jet Mach,Minor,19,3260,1651,1452,EGP
4629,Racket,Used,Prince,Phantom,Moderate,36,7788,2090,2234,EGP
4630,Racket,Like New,Yonex,Ezone,Minor,5,9240,6615,6367,EGP
4631,Racket,Used,Babolat,Pure Strike,None,7,10288,7299,6419,EGP
4632,Balls,Like New,Babolat,Gold,Minor,5,447,347,305,EGP
4633,Bag,Like New,Wilson,12R Bag,None,1,5411,5839,6479,EGP
4634,Strings,Like New,Gamma,TNT2,None,4,777,711,693,EGP
4635,Shoes,Like New,Nike,Vapor Pro,Minor,4,3124,2398,2315,EGP
4636,Racket,Like New,Head,Prestige,Minor,3,8085,7377,7206,EGP
4637,Shoes,Used,Adidas,SoleCourt,Major,35,2732,800,677,EGP
4638,Shoes,New,Wilson,Rush Pro,None,0,2484,2197,2432,EGP
4639,Racket,Like New,Volkl,V-Cell,None,4,8305,9248,10353,EGP
4640,Racket,New,Prince,Phantom,None,0,7356,7812,8451,EGP
4641,Accessories,Like New,Generic,Grip,Minor,3,407,299,263,EGP
4642,Racket,Like New,Yonex,VCore,Minor,1,10130,8876,8636,EGP
4643,Shoes,Like New,Adidas,SoleCourt,Minor,6,2790,2152,2246,EGP
4644,Racket,New,Head,Speed,None,0,10032,11495,11360,EGP
4645,Balls,Like New,Wilson,US Open 3-Pack,Minor,4,319,230,185,EGP
4646,Bag,Like New,Wilson,6R Bag,None,4,4191,3506,3831,EGP
4647,Accessories,New,Generic,Ball Tube Holder,None,0,442,489,503,EGP
4648,Bag,Used,Babolat,12R Bag,Minor,36,6024,2153,2038,EGP
4649,Shoes,Used,Yonex,Power Cushion,Minor,13,3133,2069,1825,EGP
4650,Shoes,Used,Adidas,Ubersonic,Minor,26,2983,1459,1497,EGP
4651,Racket,New,Wilson,Ultra,None,0,7509,6257,6040,EGP
4652,Balls,Like New,Dunlop,ATP 4-Pack,Minor,4,422,345,402,EGP
4653,Bag,New,Tecnifibre,Team Bag,None,0,5245,5173,4599,EGP
4654,Accessories,New,Wilson,Vibration Dampener,None,0,215,285,239,EGP
4655,Racket,Like New,Wilson,Burn,Minor,4,7474,6512,6188,EGP
4656,Shoes,Like New,Head,Revolt,None,3,3065,2763,2377,EGP
4657,Accessories,Used,Generic,Ball Tube Holder,Moderate,22,413,171,186,EGP
4658,Strings,Used,Gamma,TNT2,Moderate,21,780,295,287,EGP
4659,Balls,Like New,Dunlop,ATP 4-Pack,None,6,497,508,410,EGP
4660,Accessories,Like New,Nike,Wristband,Minor,4,401,396,391,EGP
4661,Bag,Used,Babolat,12R Bag,Major,35,5528,1488,1585,EGP
4662,Strings,Like New,Yonex,Poly Tour Pro,Minor,6,1112,806,847,EGP
4663,Accessories,Like New,Generic,Grip,Minor,6,476,390,332,EGP
4664,Balls,Like New,Penn,Championship,None,4,470,459,462,EGP
4665,Accessories,Like New,Adidas,Cap,None,1,416,406,410,EGP
4666,Bag,New,Tecnifibre,Team Bag,None,0,4606,4830,3870,EGP
4667,Balls,Used,Babolat,Gold,Major,20,489,170,186,EGP
4668,Accessories,Like New,Wilson,Vibration Dampener,None,2,209,239,212,EGP
4669,Bag,New,Nike,Duffle,None,0,3763,3856,3473,EGP
4670,Racket,Like New,Volkl,V-Cell,Minor,4,8613,7435,7568,EGP
4671,Bag,Like New,Head,Tour Team 9R,None,5,6049,5528,4500,EGP
4672,Strings,Like New,Luxilon,ALU Power,None,6,939,757,755,EGP
4673,Bag,Used,Babolat,12R Bag,Moderate,24,6472,2669,2627,EGP
4674,Strings,Like New,Luxilon,RPM Blast,None,1,827,946,793,EGP
4675,Strings,Like New,Luxilon,RPM Blast,Minor,6,1024,830,799,EGP
4676,Shoes,New,Nike,Court Zoom,None,0,3139,2592,2440,EGP
4677,Accessories,Used,Head,Racquet Cover,None,36,408,160,158,EGP
4678,Shoes,New,Adidas,Ubersonic,None,0,2630,2682,2669,EGP
4679,Balls,Used,Penn,Championship,Major,25,443,166,137,EGP
4680,Accessories,Like New,Generic,Ball Tube Holder,Minor,5,461,441,505,EGP
4681,Strings,Used,Wilson,NXT,Moderate,36,957,387,405,EGP
4682,Accessories,Used,Adidas,Cap,None,29,422,230,185,EGP
4683,Shoes,Like New,Adidas,SoleCourt,Minor,4,2743,2487,2638,EGP
4684,Bag,New,Babolat,12R Bag,None,0,6784,6552,6708,EGP
4685,Shoes,Like New,Adidas,Barricade,None,4,2775,3109,2782,EGP
4686,Balls,Like New,Wilson,US Open 3-Pack,None,5,325,263,218,EGP
4687,Shoes,Used,Adidas,Barricade,Major,12,2725,1004,1080,EGP
4688,Balls,New,Tecnifibre,Pro,None,0,501,545,571,EGP
4689,Accessories,Like New,Generic,Grip,Minor,2,442,341,361,EGP
4690,Accessories,New,Generic,Ball Tube Holder,None,0,451,396,360,EGP
4691,Accessories,Used,Generic,Grip,Major,23,442,164,176,EGP
4692,Accessories,Used,Wilson,Overgrip,None,11,355,229,188,EGP
4693,Shoes,Used,Adidas,SoleCourt,Minor,20,3001,1690,1541,EGP
4694,Bag,Used,Babolat,12R Bag,Minor,11,5844,2982,2463,EGP
4695,Shoes,Like New,Nike,GP Turbo,Minor,6,2608,2058,2409,EGP
4696,Racket,New,Volkl,V-Cell,None,0,8116,8776,8758,EGP
4697,Bag,Used,Decathlon,Backpack,Major,24,3689,1214,1153,EGP
4698,Balls,New,Tecnifibre,Pro,None,0,509,531,425,EGP
4699,Strings,Like New,Head,Lynx,Minor,1,1019,978,1045,EGP
4700,Shoes,Like New,Asics,Solution Speed,None,3,2853,2876,3149,EGP
4701,Bag,New,Decathlon,Backpack,None,0,4640,5215,5269,EGP
4702,Balls,Like New,Dunlop,ATP 4-Pack,Minor,3,468,392,402,EGP
4703,Racket,New,Babolat,Pure Drive,None,0,8839,9260,10825,EGP
4704,Strings,Like New,Solinco,Hyper-G,Minor,1,1093,1049,944,EGP
4705,Strings,Like New,Wilson,NXT,Minor,6,1046,852,822,EGP
4706,Balls,New,Tecnifibre,Pro,None,0,408,473,486,EGP
4707,Shoes,New,Decathlon,Artengo,None,0,3230,3127,2734,EGP
4708,Bag,Like New,Wilson,12R Bag,Minor,5,5302,4525,4428,EGP
4709,Balls,Used,Head,Championship,Minor,26,453,195,211,EGP
4710,Accessories,Like New,Generic,Ball Tube Holder,None,4,418,354,312,EGP
4711,Bag,New,Yonex,Pro 9 Pack,None,0,7150,7136,7547,EGP
4712,Racket,Used,Wilson,Pro Staff,Minor,19,8179,3670,3048,EGP
4713,Racket,Used,Dunlop,FX,Major,32,7468,2218,2548,EGP
4714,Shoes,Used,Asics,Solution Speed,Major,19,2612,1120,1070,EGP
4715,Balls,New,Wilson,US Open 3-Pack,None,0,341,395,379,EGP
4716,Shoes,New,Nike,Court Zoom,None,0,3041,3179,3388,EGP
4717,Balls,Like New,Babolat,Gold,Minor,6,429,374,301,EGP
4718,Racket,New,Head,Prestige,None,0,9717,10677,9466,EGP
4719,Strings,New,Yonex,Poly Tour Pro,None,0,1186,1185,1042,EGP
4720,Bag,Like New,Generic,Backpack,None,1,3835,3478,3086,EGP
4721,Accessories,Used,Generic,Grip,None,26,387,192,154,EGP
4722,Strings,Like New,Tecnifibre,X-One Biphase,Minor,6,1193,896,966,EGP
4723,Bag,Like New,Adidas,Duffle,Minor,5,4204,3919,3705,EGP
4724,Accessories,Used,Generic,Ball Tube Holder,Minor,16,426,282,262,EGP
4725,Bag,Like New,Decathlon,Backpack,Minor,1,4261,3622,3832,EGP
4726,Accessories,Used,Nike,Wristband,Minor,18,469,235,223,EGP
4727,Shoes,Like New,Yonex,Power Cushion,Minor,2,3037,2890,2879,EGP
4728,Bag,New,Wilson,9R Bag,None,0,5398,5689,4558,EGP
4729,Racket,Used,Yonex,VCore,Major,6,10597,4696,4702,EGP
4730,Bag,New,Nike,Duffle,None,0,4177,4300,4078,EGP
4731,Racket,Like New,Babolat,Pure Drive,Minor,3,8348,5864,5325,EGP
4732,Balls,New,Wilson,US Open 3-Pack,None,0,314,326,331,EGP
4733,Balls,Like New,Tecnifibre,Pro,Minor,4,471,423,474,EGP
4734,Balls,New,Wilson,US Open 3-Pack,None,0,356,404,400,EGP
4735,Balls,Used,Tecnifibre,Pro,None,6,470,356,379,EGP
4736,Bag,Used,Wilson,9R Bag,Major,26,4821,1945,2034,EGP
4737,Shoes,Used,K-Swiss,Hypercourt,None,24,2735,1490,1424,EGP
4738,Strings,Used,Luxilon,Synthetic Gut,Moderate,6,808,466,467,EGP
4739,Bag,New,Wilson,6R Bag,None,0,3305,3272,2905,EGP
4740,Balls,Like New,Tecnifibre,Pro,None,6,464,369,396,EGP
4741,Bag,New,Wilson,Super Tour 9 Pack,None,0,5854,7180,5753,EGP
4742,Bag,New,Wilson,6R Bag,None,0,4138,4623,4101,EGP
4743,Shoes,New,Decathlon,Artengo,None,0,2641,2762,2758,EGP
4744,Bag,New,Yonex,Pro 9 Pack,None,0,5890,7072,7713,EGP
4745,Bag,Like New,Tecnifibre,Team Bag,Minor,3,4412,4292,4357,EGP
4746,Racket,Like New,Volkl,V-Cell,None,2,8393,7602,7091,EGP
4747,Racket,Used,Babolat,Pure Aero,Minor,15,8315,6366,6351,EGP
4748,Balls,New,Tecnifibre,Pro,None,0,517,475,534,EGP
4749,Balls,Like New,Head,Championship,None,6,455,314,290,EGP
4750,Bag,New,Babolat,9R Bag,None,0,6146,6432,5934,EGP
4751,Shoes,Like New,Asics,Court FF,Minor,3,2972,2420,2510,EGP
4752,Shoes,Like New,Adidas,SoleCourt,Minor,2,2681,2489,2625,EGP
4753,Racket,New,Wilson,Burn,None,0,8163,10887,12206,EGP
4754,Shoes,Like New,Yonex,Power Cushion,None,2,3251,3658,3510,EGP
4755,Bag,Like New,Babolat,12R Bag,Minor,4,6235,6247,6324,EGP
4756,Shoes,Like New,Babolat,Jet Mach,None,6,2844,2217,2121,EGP
4757,Strings,Used,Gamma,TNT2,None,36,912,383,397,EGP
4758,Bag,Like New,Yonex,Pro 9 Pack,Minor,4,6355,5975,5266,EGP
4759,Racket,New,Dunlop,CX,None,0,7864,8491,8892,EGP
4760,Accessories,Used,Wilson,Vibration Dampener,Moderate,21,231,92,78,EGP
4761,Accessories,New,Decathlon,Wristband,None,0,534,549,440,EGP
4762,Strings,New,Luxilon,Synthetic Gut,None,0,894,832,973,EGP
4763,Strings,New,Wilson,NXT,None,0,800,861,721,EGP
4764,Accessories,New,Generic,Ball Tube Holder,None,0,495,499,534,EGP
4765,Balls,Like New,Penn,Championship,Minor,6,444,313,290,EGP
4766,Accessories,Used,Generic,Grip,None,7,551,342,327,EGP
4767,Strings,Used,Yonex,Poly Tour Pro,Major,31,1281,425,391,EGP
4768,Racket,Like New,Head,Speed,None,3,10942,10193,10000,EGP
4769,Strings,New,Luxilon,ALU Power,None,0,832,769,643,EGP
4770,Racket,New,Babolat,Pure Strike,None,0,8864,7821,6513,EGP
4771,Accessories,Like New,Head,Racquet Cover,Minor,5,402,332,281,EGP
4772,Bag,Used,Yonex,Pro 9 Pack,Major,27,6650,2255,2426,EGP
4773,Racket,Used,Wilson,Clash,Moderate,17,8689,4933,4858,EGP
4774,Bag,Used,Babolat,12R Bag,Minor,10,5588,3750,3131,EGP
4775,Shoes,New,Adidas,Barricade,None,0,2426,2831,2573,EGP
4776,Shoes,New,Head,Revolt,None,0,3387,3336,3017,EGP
4777,Shoes,New,Asics,Court FF,None,0,3062,3316,3149,EGP
4778,Bag,New,Wilson,6R Bag,None,0,3740,5601,6385,EGP
4779,Strings,Used,Wilson,NXT,None,28,864,435,446,EGP
4780,Accessories,Used,Wilson,Overgrip,Minor,27,394,171,162,EGP
4781,Shoes,Used,Nike,Court Zoom,Major,14,3177,1417,1275,EGP
4782,Balls,New,Penn,Championship,None,0,425,443,382,EGP
4783,Strings,Like New,Luxilon,RPM Blast,Minor,6,1008,832,861,EGP
4784,Accessories,Used,Nike,Wristband,Minor,23,493,231,219,EGP
4785,Shoes,Used,Nike,Court Zoom,Minor,17,2580,1173,1035,EGP
4786,Shoes,Like New,Nike,Court Zoom,None,3,2849,2985,3028,EGP
4787,Strings,Used,Tecnifibre,X-One Biphase,None,19,1304,745,631,EGP
4788,Accessories,Like New,Wilson,Overgrip,None,3,369,371,337,EGP
4789,Balls,Used,Dunlop,ATP 4-Pack,Major,22,489,183,190,EGP
4790,Balls,Used,Penn,Championship,Minor,17,402,187,189,EGP
4791,Racket,New,Wilson,Pro Staff,None,0,8879,11014,10927,EGP
4792,Racket,Used,Babolat,Pure Aero,None,14,8223,5923,4742,EGP
4793,Bag,Like New,Yonex,Pro 9 Pack,Minor,2,6263,4663,4279,EGP
4794,Strings,Like New,Wilson,NXT,None,4,1049,952,766,EGP
4795,Balls,New,Babolat,Gold,None,0,454,518,545,EGP
4796,Bag,New,Wilson,9R Bag,None,0,4637,4862,4943,EGP
4797,Accessories,New,Head,Racquet Cover,None,0,412,459,479,EGP
4798,Balls,Like New,Wilson,US Open 3-Pack,Minor,1,330,317,328,EGP
4799,Shoes,Used,Wilson,Rush Pro,Moderate,9,2820,1381,1454,EGP
4800,Strings,New,Luxilon,ALU Power,None,0,851,973,1131,EGP
4801,Balls,Like New,Babolat,Gold,Minor,2,436,394,382,EGP
4802,Bag,Like New,Nike,Duffle,Minor,4,4378,3707,3883,EGP
4803,Balls,Used,Head,Championship,Minor,15,482,251,211,EGP
4804,Balls,New,Tecnifibre,Pro,None,0,448,452,466,EGP
4805,Shoes,Used,Wilson,Rush Pro,None,9,2979,1762,1725,EGP
4806,Balls,Like New,Tecnifibre,Pro,Minor,3,449,413,372,EGP
4807,Strings,Like New,Wilson,NXT,Minor,1,1005,1019,1076,EGP
4808,Accessories,Used,Nike,Wristband,None,12,453,373,334,EGP
4809,Balls,New,Tecnifibre,Pro,None,0,533,528,423,EGP
4810,Balls,New,Tecnifibre,Pro,None,0,451,514,586,EGP
4811,Accessories,New,Wilson,Overgrip,None,0,316,365,386,EGP
4812,Strings,Used,Head,Lynx,Minor,32,850,438,439,EGP
4813,Racket,Like New,Babolat,Pure Drive,None,5,10297,11452,9820,EGP
4814,Racket,Used,Prince,Phantom,Moderate,17,8075,4145,4654,EGP
4815,Balls,Like New,Wilson,US Open 3-Pack,None,5,343,363,333,EGP
4816,Shoes,Like New,Babolat,Jet Mach,None,5,2861,2627,3012,EGP
4817,Strings,New,Luxilon,Synthetic Gut,None,0,898,1001,882,EGP
4818,Accessories,New,Decathlon,Wristband,None,0,575,592,474,EGP
4819,Bag,Used,Adidas,Duffle,None,24,4670,2422,1939,EGP
4820,Bag,New,Adidas,Duffle,None,0,4036,4179,3829,EGP
4821,Strings,Like New,Yonex,Poly Tour Pro,Minor,6,1180,851,699,EGP
4822,Racket,Used,Volkl,V-Cell,Moderate,20,7390,3900,3490,EGP
4823,Strings,Used,Gamma,TNT2,None,11,1036,765,899,EGP
4824,Shoes,Like New,Asics,Solution Speed,Minor,4,2273,2045,2122,EGP
4825,Balls,Used,Tecnifibre,Pro,Minor,15,485,274,263,EGP
4826,Balls,Like New,Wilson,US Open 3-Pack,Minor,6,335,284,261,EGP
4827,Strings,Like New,Wilson,NXT,None,1,1057,1106,979,EGP
4828,Shoes,New,Head,Revolt,None,0,3013,3132,2938,EGP
4829,Strings,Used,Yonex,Poly Tour Pro,Major,20,1312,551,638,EGP
4830,Balls,Like New,Penn,Championship,None,4,436,393,359,EGP
4831,Strings,New,Yonex,Poly Tour Pro,None,0,1163,1228,1085,EGP
4832,Racket,Used,Wilson,Blade,Minor,15,6409,3496,2799,EGP
4833,Balls,Like New,Dunlop,ATP 4-Pack,None,5,403,298,260,EGP
4834,Shoes,Used,Wilson,Rush Pro,Major,26,2436,768,700,EGP
4835,Balls,Used,Dunlop,ATP 4-Pack,Moderate,6,497,341,313,EGP
4836,Bag,Like New,Babolat,9R Bag,Minor,3,5458,5076,4865,EGP
4837,Accessories,Used,Decathlon,Wristband,Major,21,516,161,147,EGP
4838,Balls,Like New,Tecnifibre,Pro,Minor,1,468,340,357,EGP
4839,Balls,New,Head,Championship,None,0,488,542,572,EGP
4840,Bag,Like New,Babolat,9R Bag,None,4,5355,4922,4580,EGP
4841,Balls,Used,Wilson,US Open 3-Pack,None,24,371,202,218,EGP
4842,Strings,New,Solinco,Hyper-G,None,0,1000,963,948,EGP
4843,Strings,Used,Yonex,Poly Tour Pro,Minor,14,1246,720,680,EGP
4844,Accessories,Like New,Wilson,Overgrip,None,1,297,321,315,EGP
4845,Bag,Used,Generic,Backpack,Moderate,36,4013,1279,1503,EGP
4846,Shoes,New,K-Swiss,Hypercourt,None,0,2726,3218,3293,EGP
4847,Accessories,Like New,Adidas,Cap,None,5,428,344,351,EGP
4848,Balls,New,Tecnifibre,Pro,None,0,529,601,655,EGP
4849,Shoes,Used,Asics,Solution Speed,None,17,2755,1840,1695,EGP
4850,Accessories,Used,Decathlon,Wristband,None,27,535,294,248,EGP
4851,Shoes,Used,Decathlon,Artengo,Major,32,3203,926,874,EGP
4852,Bag,New,Head,Tour Team 9R,None,0,5539,5302,5771,EGP
4853,Shoes,Like New,Wilson,Rush Pro,Minor,3,2569,2726,2740,EGP
4854,Racket,Used,Yonex,VCore,Moderate,33,10822,3478,3248,EGP
4855,Balls,New,Penn,Championship,None,0,419,440,466,EGP
4856,Accessories,Used,Generic,Ball Tube Holder,None,24,364,170,136,EGP
4857,Shoes,New,Yonex,Power Cushion,None,0,3303,3591,3554,EGP
4858,Racket,Used,Wilson,Ultra,Major,12,8114,3694,3025,EGP
4859,Bag,Used,Babolat,12R Bag,Major,7,6153,3502,3983,EGP
4860,Balls,Like New,Dunlop,ATP 4-Pack,Minor,1,485,370,352,EGP
4861,Bag,New,Wilson,6R Bag,None,0,3794,4470,4091,EGP
4862,Accessories,Used,Generic,Grip,Major,26,439,153,128,EGP
4863,Shoes,New,Adidas,Ubersonic,None,0,2864,3159,2858,EGP
4864,Accessories,Like New,Generic,Grip,None,2,459,466,435,EGP
4865,Strings,Used,Tecnifibre,X-One Biphase,Minor,6,1153,811,785,EGP
4866,Balls,New,Penn,Championship,None,0,437,433,386,EGP
4867,Racket,New,Head,Radical,None,0,9594,9610,8696,EGP
4868,Accessories,Used,Wilson,Overgrip,Major,15,373,147,173,EGP
4869,Strings,Like New,Luxilon,RPM Blast,None,4,940,848,682,EGP
4870,Racket,Used,Tecnifibre,TFight,Moderate,21,9510,3970,3443,EGP
4871,Shoes,Like New,Asics,Court FF,Minor,1,3116,3143,2982,EGP
4872,Strings,Like New,Head,Lynx,None,4,1022,1002,969,EGP
4873,Racket,New,Dunlop,CX,None,0,7185,8549,9120,EGP
4874,Strings,Like New,Solinco,Hyper-G,Minor,4,1158,1047,1092,EGP
4875,Strings,Like New,Wilson,NXT,Minor,5,840,595,518,EGP
4876,Balls,Used,Babolat,Gold,Major,19,394,128,117,EGP
4877,Bag,Used,Nike,Duffle,Moderate,28,4251,1525,1463,EGP
4878,Accessories,Used,Head,Racquet Cover,Moderate,8,356,172,172,EGP
4879,Strings,Used,Babolat,VS Touch,Minor,18,1185,725,614,EGP
4880,Racket,New,Wilson,Blade,None,0,6337,8186,6971,EGP
4881,Bag,New,Adidas,Duffle,None,0,3894,3556,3560,EGP
4882,Bag,New,Babolat,12R Bag,None,0,7076,8949,9405,EGP
4883,Strings,Used,Luxilon,ALU Power,None,29,997,537,530,EGP
4884,Shoes,Like New,K-Swiss,Hypercourt,None,6,2790,2236,2237,EGP
4885,Balls,Like New,Babolat,Gold,None,3,527,496,518,EGP
4886,Racket,Like New,Yonex,Percept,Minor,4,9678,7118,5725,EGP
4887,Shoes,New,Wilson,Rush Pro,None,0,2935,2834,3015,EGP
4888,Shoes,New,Asics,Solution Speed,None,0,2463,2656,2677,EGP
4889,Balls,New,Babolat,Gold,None,0,395,455,426,EGP
4890,Balls,New,Babolat,Gold,None,0,456,555,577,EGP
4891,Strings,Like New,Wilson,NXT,None,5,946,1083,958,EGP
4892,Strings,Used,Yonex,Poly Tour Pro,Minor,35,1051,353,331,EGP
4893,Accessories,Like New,Wilson,Vibration Dampener,None,4,256,235,242,EGP
4894,Shoes,Like New,Head,Revolt,None,2,2600,2971,2777,EGP
4895,Strings,Like New,Head,Lynx,None,6,978,814,767,EGP
4896,Strings,Used,Gamma,TNT2,Major,18,883,371,378,EGP
4897,Bag,New,Wilson,12R Bag,None,0,4856,4491,3699,EGP
4898,Balls,New,Penn,Championship,None,0,389,443,432,EGP
4899,Accessories,Like New,Head,Racquet Cover,Minor,3,411,344,277,EGP
4900,Bag,Like New,Wilson,Super Tour 9 Pack,None,1,5751,5316,4551,EGP
4901,Racket,Used,Wilson,Ultra,Minor,26,7732,3346,3475,EGP
4902,Balls,Like New,Dunlop,ATP 4-Pack,None,5,454,355,338,EGP
4903,Strings,New,Wilson,NXT,None,0,931,943,969,EGP
4904,Shoes,New,Adidas,Ubersonic,None,0,2866,2700,2266,EGP
4905,Accessories,Like New,Generic,Ball Tube Holder,Minor,5,406,368,377,EGP
4906,Accessories,Used,Wilson,Vibration Dampener,Minor,26,224,126,132,EGP
4907,Shoes,New,Nike,GP Turbo,None,0,2713,2692,2323,EGP
4908,Shoes,Like New,Decathlon,Artengo,Minor,5,3400,3211,2746,EGP
4909,Strings,Like New,Yonex,Poly Tour Pro,Minor,1,1361,1240,1194,EGP
4910,Strings,Like New,Luxilon,ALU Power,Minor,4,1092,781,724,EGP
4911,Shoes,Used,Asics,Solution Speed,Major,18,2370,860,860,EGP
4912,Accessories,Like New,Generic,Ball Tube Holder,None,5,450,396,419,EGP
4913,Strings,Used,Luxilon,Synthetic Gut,Major,29,880,318,290,EGP
4914,Accessories,Like New,Generic,Grip,None,2,424,375,438,EGP
4915,Shoes,Used,Babolat,Jet Mach,Minor,19,3072,1400,1257,EGP
4916,Shoes,Used,Head,Revolt,None,36,2896,1243,1373,EGP
4917,Shoes,New,Nike,GP Turbo,None,0,2497,2526,2953,EGP
4918,Racket,Used,Dunlop,FX,Minor,20,7528,4484,4882,EGP
4919,Bag,Used,Decathlon,Backpack,Major,9,4619,2520,2230,EGP
4920,Shoes,Used,Asics,Court FF,Major,17,2982,1255,1005,EGP
4921,Shoes,Like New,Adidas,Ubersonic,None,1,3055,3003,2866,EGP
4922,Shoes,Used,K-Swiss,Hypercourt,Major,19,2733,1160,1088,EGP
4923,Accessories,Used,Adidas,Cap,Major,25,369,135,132,EGP
4924,Strings,New,Luxilon,ALU Power,None,0,884,1064,876,EGP
4925,Racket,Used,ProKennex,Ki,Moderate,6,8598,5332,4392,EGP
4926,Racket,Like New,Wilson,Burn,Minor,4,8517,8361,6725,EGP
4927,Shoes,Like New,Nike,GP Turbo,None,4,2908,2768,2236,EGP
4928,Bag,New,Yonex,Pro 9 Pack,None,0,6409,5513,4417,EGP
4929,Bag,Like New,Decathlon,Backpack,Minor,4,4305,3539,2846,EGP
4930,Balls,Used,Wilson,US Open 3-Pack,Major,26,355,108,95,EGP
4931,Accessories,New,Nike,Wristband,None,0,406,459,417,EGP
4932,Balls,New,Tecnifibre,Pro,None,0,371,327,334,EGP
4933,Racket,Used,Tecnifibre,TFight,Moderate,17,8157,3954,3415,EGP
4934,Bag,Used,Yonex,Pro 9 Pack,None,15,6299,4824,5477,EGP
4935,Balls,Used,Wilson,US Open 3-Pack,Minor,6,330,192,161,EGP
4936,Racket,New,Wilson,Blade,None,0,5261,4966,4115,EGP
4937,Racket,Used,Yonex,VCore,Major,30,9341,2252,2148,EGP
